;asertividad;autoconciencia emocional;autoestima;desarrollar y estimular a los demás;empatía;autocontrol emocional;influencia;liderazgo;optimismo;relación social;colaboración y cooperación;comprensión organizativa;conciencia crítica;desarrollo de las relaciones;tolerancia a la frustración;comunicacion asertiva;manejo de conflictos;motivación de logro;percepción y comprensión emocional;violencia
notabl;0.115;0.000;0.166;0.195;0.000;0.000;0.179;0.213;0.155;0.187;0.141;0.170;0.163;0.000;0.000;0.131;0.152;0.211;0.000;0.000
notori;0.115;0.000;0.166;0.000;0.000;0.000;0.179;0.000;0.155;0.187;0.000;0.170;0.000;0.000;0.000;0.131;0.000;0.211;0.000;0.000
novat;0.000;0.150;0.000;0.000;0.000;0.000;0.000;0.000;0.155;0.000;0.141;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
noved;0.115;0.000;0.166;0.195;0.000;0.000;0.179;0.213;0.000;0.000;0.000;0.170;0.163;0.000;0.000;0.000;0.000;0.211;0.000;0.000
nubl;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
nuec;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.163;0.000;0.137;0.000;0.000;0.000;0.000;0.000
obligatori;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.187;0.141;0.000;0.000;0.177;0.137;0.000;0.000;0.211;0.000;0.000
obra maestr;0.115;0.000;0.166;0.195;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.163;0.177;0.000;0.000;0.000;0.211;0.000;0.000
obras maestr;0.115;0.000;0.166;0.195;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.163;0.177;0.000;0.000;0.000;0.211;0.000;0.000
obscen;0.000;0.150;0.000;0.000;0.000;0.149;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
obsesion;0.000;0.150;0.166;0.000;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.211;0.000;0.000
obsolet;0.000;0.000;0.166;0.000;0.000;0.149;0.179;0.000;0.000;0.000;0.000;0.170;0.163;0.000;0.000;0.131;0.000;0.000;0.000;0.000
obstacul;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.170;0.000;0.000;0.000;0.000;0.000;0.211;0.157;0.000
obstru;0.000;0.150;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.000
ocult;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
odi;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.157;0.262
ofend;0.000;0.150;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.157;0.000
ofert;0.115;0.000;0.000;0.195;0.000;0.000;0.179;0.213;0.000;0.000;0.141;0.000;0.000;0.177;0.000;0.131;0.000;0.000;0.000;0.000
olvid;0.000;0.150;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
olvidadiz;0.000;0.150;0.166;0.000;0.000;0.149;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.157;0.000
omin;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.157;0.000
oportun;0.115;0.000;0.000;0.195;0.195;0.000;0.179;0.213;0.000;0.000;0.000;0.170;0.000;0.000;0.000;0.131;0.000;0.211;0.000;0.000
opres;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.170;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.262
oprim;0.000;0.000;0.166;0.000;0.000;0.000;0.179;0.000;0.000;0.187;0.141;0.000;0.163;0.000;0.000;0.000;0.152;0.000;0.000;0.262
optim;0.115;0.150;0.166;0.195;0.195;0.149;0.000;0.000;0.155;0.187;0.000;0.170;0.000;0.177;0.000;0.131;0.152;0.211;0.157;0.000
orar;0.000;0.000;0.000;0.000;0.195;0.000;0.179;0.213;0.000;0.000;0.000;0.000;0.163;0.177;0.137;0.000;0.000;0.000;0.000;0.000
orgull;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.137;0.000;0.152;0.000;0.000;0.262
oscur;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.152;0.000;0.000;0.262
pacif;0.115;0.150;0.166;0.000;0.195;0.149;0.000;0.000;0.155;0.187;0.000;0.000;0.163;0.177;0.137;0.131;0.152;0.000;0.157;0.000
pag;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.141;0.000;0.000;0.000;0.000;0.131;0.000;0.211;0.000;0.000
paj;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.000
paliz;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.262
panic;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
par;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.141;0.000;0.000;0.177;0.000;0.131;0.000;0.211;0.000;0.000
paradoj;0.115;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
parais;0.115;0.000;0.166;0.195;0.195;0.149;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.177;0.000;0.131;0.000;0.211;0.000;0.000
parcial;0.000;0.000;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.187;0.141;0.170;0.163;0.177;0.137;0.131;0.152;0.000;0.000;0.000
parlament;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.213;0.000;0.187;0.141;0.170;0.000;0.177;0.000;0.131;0.000;0.000;0.000;0.000
parodi;0.115;0.000;0.166;0.000;0.195;0.000;0.179;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
parte superior;0.115;0.000;0.000;0.195;0.000;0.149;0.000;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
partidari;0.115;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
pas;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.157;0.000
pasado por alt;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
pasiv;0.115;0.150;0.000;0.000;0.195;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.131;0.152;0.000;0.157;0.000
pasm;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.213;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
patet;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
pavor;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
paz;0.115;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.163;0.000;0.137;0.000;0.152;0.000;0.157;0.000
pecamin;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.262
peligr;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
pelmaz;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
pen;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.213;0.155;0.187;0.000;0.000;0.000;0.177;0.000;0.131;0.000;0.211;0.157;0.000
penetr;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.155;0.187;0.141;0.000;0.000;0.177;0.000;0.131;0.000;0.211;0.000;0.000
pensat;0.000;0.000;0.166;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.131;0.000;0.000;0.000;0.000
peor;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
perdedor;0.000;0.000;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
perd;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.000
perdon;0.115;0.150;0.166;0.000;0.195;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.131;0.000;0.000;0.000;0.000
perez;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
perfeccion;0.115;0.000;0.000;0.000;0.000;0.000;0.179;0.213;0.155;0.187;0.141;0.170;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
perfect;0.115;0.000;0.000;0.000;0.000;0.000;0.179;0.213;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
perjudic;0.000;0.000;0.166;0.000;0.000;0.149;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.000
perjudicial;0.000;0.150;0.000;0.000;0.195;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.262
perjuri;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
permit;0.115;0.150;0.000;0.195;0.195;0.149;0.179;0.213;0.000;0.187;0.141;0.170;0.000;0.177;0.000;0.131;0.000;0.211;0.157;0.000
perplej;0.000;0.000;0.000;0.195;0.195;0.149;0.179;0.000;0.000;0.187;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.157;0.000
perr;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.262
persegu;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.141;0.170;0.000;0.000;0.000;0.131;0.152;0.000;0.000;0.262
persig;0.000;0.150;0.000;0.195;0.000;0.000;0.179;0.213;0.155;0.000;0.141;0.170;0.000;0.000;0.000;0.131;0.000;0.211;0.000;0.262
perspect;0.115;0.150;0.166;0.000;0.195;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.163;0.000;0.000;0.000;0.152;0.211;0.157;0.000
perturb;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.157;0.262
pesim;0.115;0.150;0.166;0.195;0.000;0.149;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.262
petrific;0.000;0.000;0.000;0.195;0.000;0.149;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.262
pic;0.000;0.150;0.000;0.195;0.195;0.149;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.152;0.000;0.000;0.262
picant;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
pinchaz;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.157;0.000
pintoresc;0.000;0.000;0.000;0.195;0.195;0.149;0.179;0.000;0.155;0.187;0.000;0.170;0.000;0.177;0.000;0.000;0.000;0.000;0.157;0.000
piqu;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
pistol;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.152;0.000;0.000;0.262
plac;0.115;0.150;0.000;0.195;0.195;0.149;0.179;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
pobr;0.000;0.150;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.211;0.000;0.000
pobrez;0.000;0.150;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.211;0.000;0.000
poco cl;0.000;0.000;0.000;0.195;0.195;0.149;0.179;0.000;0.000;0.187;0.141;0.170;0.000;0.000;0.137;0.131;0.000;0.000;0.157;0.000
poco clar;0.000;0.000;0.000;0.195;0.195;0.149;0.179;0.000;0.000;0.187;0.141;0.170;0.000;0.000;0.137;0.131;0.000;0.000;0.157;0.000
poco et;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.000;0.000;0.152;0.000;0.157;0.262
poder;0.115;0.150;0.166;0.195;0.000;0.149;0.179;0.213;0.000;0.187;0.000;0.000;0.000;0.177;0.137;0.000;0.000;0.211;0.157;0.000
polem;0.000;0.000;0.000;0.000;0.195;0.149;0.179;0.000;0.000;0.187;0.000;0.000;0.163;0.000;0.000;0.000;0.152;0.000;0.157;0.262
popul;0.115;0.150;0.166;0.195;0.000;0.149;0.179;0.213;0.000;0.187;0.000;0.000;0.000;0.177;0.137;0.000;0.000;0.211;0.157;0.000
portarse mal;0.000;0.150;0.000;0.195;0.000;0.149;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.157;0.262
poses;0.115;0.150;0.000;0.195;0.195;0.149;0.179;0.000;0.000;0.000;0.141;0.000;0.163;0.000;0.000;0.131;0.000;0.000;0.000;0.262
posibil;0.000;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.152;0.000;0.157;0.000
posit;0.115;0.150;0.166;0.000;0.195;0.000;0.179;0.213;0.155;0.187;0.141;0.000;0.000;0.177;0.137;0.000;0.000;0.211;0.157;0.000
pospon;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.141;0.000;0.163;0.000;0.000;0.000;0.152;0.000;0.000;0.000
posponiend;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.141;0.000;0.163;0.000;0.000;0.000;0.152;0.000;0.000;0.000
pospuest;0.000;0.000;0.000;0.195;0.195;0.000;0.179;0.213;0.155;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.152;0.000;0.157;0.000
pot;0.000;0.150;0.166;0.000;0.195;0.149;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
pregon;0.000;0.000;0.000;0.000;0.000;0.149;0.179;0.213;0.000;0.187;0.000;0.000;0.163;0.177;0.000;0.000;0.152;0.000;0.157;0.000
premi;0.115;0.000;0.166;0.195;0.000;0.000;0.179;0.000;0.155;0.000;0.141;0.000;0.000;0.177;0.000;0.000;0.000;0.211;0.157;0.000
preocup;0.115;0.000;0.166;0.195;0.195;0.149;0.000;0.000;0.000;0.187;0.000;0.000;0.163;0.000;0.137;0.000;0.152;0.000;0.157;0.000
prepar;0.115;0.150;0.000;0.195;0.195;0.149;0.000;0.000;0.155;0.187;0.141;0.000;0.000;0.000;0.000;0.000;0.152;0.211;0.157;0.000
presion;0.000;0.150;0.000;0.000;0.195;0.149;0.179;0.000;0.000;0.187;0.000;0.000;0.163;0.000;0.000;0.131;0.000;0.000;0.000;0.262
prestigi;0.000;0.000;0.166;0.195;0.000;0.000;0.179;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.211;0.000;0.000
pretend;0.000;0.150;0.000;0.000;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
prevencion;0.115;0.150;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.170;0.000;0.177;0.137;0.131;0.152;0.000;0.000;0.000
preven;0.115;0.150;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.170;0.000;0.177;0.137;0.131;0.152;0.000;0.000;0.000
previen;0.115;0.150;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.170;0.000;0.177;0.137;0.131;0.152;0.000;0.000;0.000
prision;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.262
prisioner;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.262
privacion;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.262
priv;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.262
privilegi;0.000;0.000;0.166;0.000;0.000;0.000;0.179;0.000;0.155;0.000;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
proactiv;0.115;0.150;0.000;0.195;0.000;0.000;0.179;0.213;0.155;0.000;0.141;0.170;0.000;0.000;0.137;0.000;0.000;0.211;0.000;0.000
problem;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.152;0.000;0.000;0.262
proces;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.137;0.000;0.000;0.000;0.000;0.262
progres;0.115;0.000;0.000;0.195;0.195;0.000;0.000;0.000;0.000;0.000;0.141;0.170;0.163;0.177;0.137;0.000;0.000;0.211;0.157;0.000
prohibicion;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.141;0.000;0.000;0.000;0.137;0.000;0.152;0.000;0.000;0.262
prohib;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.141;0.000;0.000;0.000;0.137;0.000;0.152;0.000;0.000;0.262
promes;0.115;0.150;0.000;0.195;0.195;0.149;0.000;0.213;0.000;0.187;0.141;0.170;0.163;0.177;0.137;0.131;0.152;0.000;0.157;0.000
promet;0.115;0.150;0.000;0.195;0.195;0.149;0.000;0.213;0.000;0.187;0.141;0.170;0.163;0.177;0.137;0.131;0.152;0.000;0.157;0.000
prominent;0.000;0.000;0.166;0.000;0.000;0.000;0.179;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
promocion;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.177;0.000;0.131;0.000;0.000;0.157;0.000
promov;0.115;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.170;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
promuev;0.115;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.170;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
prosper;0.115;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.152;0.000;0.000;0.000
proteg;0.000;0.150;0.000;0.195;0.195;0.149;0.000;0.213;0.000;0.187;0.141;0.170;0.000;0.177;0.137;0.131;0.152;0.000;0.157;0.000
protest;0.000;0.150;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.170;0.163;0.000;0.000;0.000;0.152;0.211;0.000;0.262
provoc;0.000;0.150;0.166;0.000;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.137;0.000;0.152;0.211;0.157;0.262
puest;0.115;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.187;0.141;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
punit;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.262
punto de referent;0.115;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
punto muert;0.115;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.152;0.000;0.000;0.000
puÃ±al;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.262
pusilanim;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
put;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
que ca;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.137;0.000;0.152;0.000;0.000;0.000
quej;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.157;0.000
quer;0.000;0.150;0.166;0.195;0.195;0.149;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
rabi;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.163;0.177;0.137;0.000;0.152;0.000;0.000;0.262
rabios;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.163;0.177;0.137;0.000;0.152;0.000;0.000;0.262
racion;0.000;0.150;0.166;0.195;0.195;0.149;0.179;0.000;0.000;0.187;0.141;0.170;0.163;0.177;0.000;0.131;0.000;0.211;0.157;0.000
racism;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
racist;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
rap;0.115;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.170;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
rapid;0.115;0.000;0.000;0.000;0.000;0.000;0.179;0.213;0.000;0.000;0.000;0.170;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
rapt;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
rasg;0.000;0.150;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
ratific;0.115;0.000;0.166;0.000;0.000;0.000;0.000;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
realc;0.115;0.000;0.166;0.195;0.000;0.000;0.000;0.000;0.155;0.187;0.141;0.170;0.000;0.177;0.000;0.000;0.000;0.211;0.000;0.000
realiz;0.115;0.000;0.000;0.000;0.195;0.000;0.000;0.213;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.211;0.000;0.000
reanim;0.000;0.000;0.166;0.000;0.000;0.149;0.179;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
rebelion;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
recel;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.262
recesion;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.262
rechaz;0.000;0.150;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.262
recomend;0.115;0.000;0.000;0.000;0.195;0.149;0.179;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.131;0.152;0.000;0.157;0.000
recomiend;0.115;0.000;0.000;0.000;0.195;0.149;0.179;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.131;0.152;0.000;0.157;0.000
recompens;0.115;0.000;0.000;0.195;0.000;0.000;0.179;0.213;0.155;0.000;0.000;0.000;0.000;0.177;0.137;0.000;0.000;0.211;0.000;0.000
recort;0.000;0.000;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.137;0.000;0.152;0.000;0.000;0.000
redim;0.000;0.000;0.000;0.000;0.000;0.149;0.000;0.000;0.155;0.000;0.000;0.000;0.163;0.000;0.137;0.000;0.152;0.000;0.157;0.000
regal;0.115;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.187;0.141;0.000;0.000;0.177;0.000;0.131;0.000;0.000;0.000;0.000
regaÃ±;0.115;0.000;0.000;0.000;0.000;0.149;0.179;0.000;0.000;0.000;0.141;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
regat;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.152;0.000;0.157;0.000
regocij;0.000;0.150;0.000;0.000;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.211;0.000;0.000
reivind;0.000;0.150;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
